# hjd                mag        mag_err  
  2457889.76489583   0.00428    0.00304  
  2457889.76503472   -0.00868   0.00302  
  2457889.76518519   -0.00119   0.00303  
  2457889.76533565   -0.00262   0.00303  
  2457889.76548611   -0.00486   0.00303  
  2457889.76563657   0.00181    0.00304  
  2457889.76578704   0.00615    0.00305  
  2457889.7659375    -0.0075    0.00302  
  2457889.76608796   -0.01205   0.00301  
  2457889.76623843   -0.00347   0.00303  
  2457889.76638889   -0.01347   0.00302  
  2457889.76653935   -0.0059    0.00303  
  2457889.76667824   9.0E-4     0.00304  
  2457889.7668287    0.00686    0.00305  
  2457889.76697917   0.00656    0.00305  
  2457889.76712963   8.8E-4     0.00304  
  2457889.76728009   0.00922    0.00305  
  2457889.76743056   -0.00442   0.00303  
  2457889.76758102   3.1E-4     0.00304  
  2457889.76773148   0.00262    0.00304  
  2457889.76788194   -0.00604   0.00303  
  2457889.76803241   -0.00426   0.00303  
  2457889.7681713    -0.00271   0.00303  
  2457889.76832176   -0.00642   0.00303  
  2457889.76847222   -9.0E-4    0.00304  
  2457889.76862269   -0.00364   0.00304  
  2457889.76877315   9.7E-4     0.00304  
  2457889.76892361   0.00184    0.00304  
  2457889.76907407   -0.00581   0.00303  
  2457889.76922454   -0.00263   0.00304  
  2457889.76936343   2.0E-4     0.00304  
  2457889.76951389   -4.8E-4    0.00304  
  2457889.76966435   0.0061     0.00305  
  2457889.76981481   0.00139    0.00304  
  2457889.76996528   -0.00403   0.00304  
  2457889.77011574   -0.00947   0.00302  
  2457889.77027778   -0.00273   0.00304  
  2457889.77041667   -0.00192   0.00304  
  2457889.77056713   7.4E-4     0.00304  
  2457889.77071759   0.00234    0.00304  
  2457889.77086806   0.0042     0.00305  
  2457889.77101852   0.0087     0.00306  
  2457889.77116898   0.00439    0.00305  
  2457889.77131944   0.00109    0.00304  
  2457889.77146991   0.01219    0.00306  
  2457889.77162037   -0.01308   0.00302  
  2457889.77177083   -2.5E-4    0.00304  
  2457889.7719213    -0.00396   0.00303  
  2457889.77207176   -0.00645   0.00303  
  2457889.77221065   0.00727    0.00306  
  2457889.77237269   2.3E-4     0.00304  
  2457889.77252315   -0.00768   0.00303  
  2457889.77267361   6.3E-4     0.00305  
  2457889.77282407   -0.00107   0.00304  
  2457889.77297454   0.0074     0.00306  
  2457889.773125     0.00829    0.00306  
  2457889.77327546   -0.0011    0.00304  
  2457889.7734375    -0.00544   0.00304  
  2457889.77357639   0.00242    0.00305  
  2457889.77372685   0.00948    0.00306  
  2457889.77387731   -0.00963   0.00303  
  2457889.77402778   -0.01034   0.00303  
  2457889.77417824   -7.1E-4    0.00304  
  2457889.7743287    -0.00807   0.00303  
  2457889.77447917   -0.00316   0.00304  
  2457889.77462963   0.00372    0.00305  
  2457889.77478009   0.00176    0.00305  
  2457889.77493056   -0.00575   0.00304  
  2457889.77508102   0.00622    0.00306  
  2457889.77523148   -0.00166   0.00304  
  2457889.77537037   7.7E-4     0.00305  
  2457889.77552083   -0.00719   0.00303  
  2457889.7756713    -0.00102   0.00304  
  2457889.77582176   -0.01089   0.00303  
  2457889.77597222   -0.00129   0.00304  
  2457889.77612269   -6.4E-4    0.00304  
  2457889.77627315   -2.0E-5    0.00305  
  2457889.77642361   -6.2E-4    0.00304  
  2457889.77658565   0.00186    0.00305  
  2457889.77673611   -0.00616   0.00303  
  2457889.77688657   0.00545    0.00306  
  2457889.77703704   -0.00495   0.00304  
  2457889.7771875    2.0E-5     0.00305  
  2457889.77733796   -0.01211   0.00303  
  2457889.77747685   0.00111    0.00305  
  2457889.77762731   -0.00147   0.00305  
  2457889.77777778   0.00437    0.00305  
  2457889.77792824   -0.00251   0.00304  
  2457889.7780787    -0.0031    0.00304  
  2457889.77822917   -0.00524   0.00304  
  2457889.77837963   -0.00206   0.00305  
  2457889.77853009   0.00669    0.00306  
  2457889.77866898   0.00567    0.00306  
  2457889.77881944   -0.00457   0.00304  
  2457889.77896991   -0.00203   0.00304  
  2457889.77912037   -0.00236   0.00305  
  2457889.77927083   0.00116    0.00305  
  2457889.78181713   -0.01623   0.00303  
  2457889.78195602   0.00179    0.00306  
  2457889.78210648   -0.00114   0.00305  
  2457889.78225694   0.00188    0.00306  
  2457889.78240741   0.00664    0.00307  
  2457889.78255787   -7.0E-5    0.00305  
  2457889.78270833   -0.00512   0.00305  
  2457889.7828588    0.00431    0.00306  
  2457889.78300926   0.00666    0.00307  
  2457889.78314815   -0.00186   0.00305  
  2457889.78329861   -0.00308   0.00305  
  2457889.78344907   8.2E-4     0.00306  
  2457889.78359954   -0.01313   0.00303  
  2457889.78375      -0.00527   0.00305  
  2457889.78390046   0.00647    0.00307  
  2457889.78405093   -0.00957   0.00304  
  2457889.78420139   0.00467    0.00307  
  2457889.78435185   0.00151    0.00306  
  2457889.78450231   -0.01274   0.00303  
  2457889.78465278   -0.00558   0.00305  
  2457889.78479167   0.00284    0.00306  
  2457889.78494213   -0.00519   0.00305  
  2457889.78509259   -0.00247   0.00305  
  2457889.78524306   -0.00301   0.00305  
  2457889.78539352   -6.7E-4    0.00306  
  2457889.78554398   8.7E-4     0.00306  
  2457889.78569444   0.0033     0.00306  
  2457889.78584491   -0.00311   0.00305  
  2457889.78599537   0.00503    0.00307  
  2457889.78614583   -0.00774   0.00304  
  2457889.7862963    -0.00474   0.00305  
  2457889.78643519   0.00106    0.00306  
  2457889.78658565   -0.00586   0.00305  
  2457889.78673611   -0.0068    0.00305  
  2457889.78688657   0.0043     0.00307  
  2457889.78703704   0.00853    0.00307  
  2457889.7871875    0.01082    0.00308  
  2457889.78733796   0.00435    0.00307  
  2457889.78748843   8.4E-4     0.00306  
  2457889.78763889   -0.00287   0.00306  
  2457889.78777778   -0.00909   0.00305  
  2457889.78792824   -0.0017    0.00306  
  2457889.7880787    -0.00709   0.00305  
  2457889.78822917   -0.00637   0.00305  
  2457889.78837963   -0.00988   0.00305  
  2457889.78853009   -0.00313   0.00306  
  2457889.78868056   0.00746    0.00308  
  2457889.78883102   0.00746    0.00308  
  2457889.78898148   0.00272    0.00307  
  2457889.78912037   -4.9E-4    0.00306  
  2457889.78927083   -2.9E-4    0.00307  
  2457889.7894213    0.00308    0.00307  
  2457889.78957176   0.00436    0.00307  
  2457889.78972222   -0.0032    0.00306  
  2457889.78987268   0.00504    0.00307  
  2457889.79002315   1.0E-4     0.00307  
  2457889.79016204   0.00187    0.00307  
  2457889.79032407   -0.00283   0.00306  
  2457889.79046296   0.01267    0.00309  
  2457889.79061343   0.00297    0.00307  
  2457889.79076389   -0.00521   0.00306  
  2457889.79091435   -0.01067   0.00305  
  2457889.79106481   0.00313    0.00307  
  2457889.79121528   0.00422    0.00307  
  2457889.79136574   0.00832    0.00308  
  2457889.7915162    -0.00758   0.00306  
  2457889.79166667   -0.00611   0.00306  
  2457889.79180556   0.00112    0.00307  
  2457889.79195602   -0.00896   0.00305  
  2457889.79210648   -0.00443   0.00306  
  2457889.79225694   1.6E-4     0.00307  
  2457889.79240741   4.1E-4     0.00307  
  2457889.79255787   -0.00539   0.00306  
  2457889.79270833   0.0083     0.00308  
  2457889.7928588    -0.00348   0.00307  
  2457889.79300926   8.0E-5     0.00308  
  2457889.79315972   -0.00116   0.00307  
  2457889.79331018   0.00763    0.00308  
  2457889.79346065   -0.00434   0.00307  
  2457889.79361111   0.00511    0.00308  
  2457889.79376157   -5.5E-4    0.00307  
  2457889.79390046   -0.00686   0.00306  
  2457889.79405093   0.00775    0.00309  
  2457889.79420139   0.00481    0.00309  
  2457889.79435185   -0.00398   0.00307  
  2457889.79450231   0.00674    0.00309  
  2457889.79465278   4.6E-4     0.00307  
  2457889.79480324   -0.0031    0.00307  
  2457889.7949537    0.01119    0.00309  
  2457889.79510417   -1.7E-4    0.00307  
  2457889.79525463   -0.00912   0.00306  
  2457889.79540509   -0.00314   0.00307  
  2457889.79554398   -7.1E-4    0.00307  
  2457889.79569444   -0.00112   0.00307  
  2457889.79584491   0.00313    0.00308  
  2457889.79599537   -0.00421   0.00307  
  2457889.79614583   0.00237    0.00308  
  2457889.7962963    0.00165    0.00308  
  2457889.79644676   -0.00704   0.00306  
  2457889.79659722   0.00267    0.00308  
  2457889.79674769   0.00354    0.00308  
  2457889.79689815   0.00368    0.00308  
  2457889.79704861   -0.00103   0.00308  
  2457889.79719907   0.00304    0.00308  
  2457889.79734954   -0.00173   0.00307  
  2457889.7975       -0.00435   0.00307  
  2457889.79765046   0.01181    0.0031   
  2457889.79780093   -2.4E-4    0.00308  
  2457889.79795139   0.00118    0.00308  
  2457889.79810185   0.00583    0.00309  
  2457889.79825231   -0.00641   0.00307  
  2457889.7983912    -0.00202   0.00308  
  2457889.79854167   -0.00121   0.00308  
  2457889.79869213   0.00436    0.00309  
  2457889.79884259   -0.00133   0.00308  
  2457889.79899306   6.0E-4     0.00308  
  2457889.79914352   -0.00476   0.00308  
  2457889.79929398   -0.00682   0.00307  
  2457889.79944444   -0.00439   0.00307  
  2457889.79959491   0.00596    0.00309  
  2457889.79974537   -0.00863   0.00307  
  2457889.79989583   0.00668    0.0031   
  2457889.80003472   0.01187    0.00311  
  2457889.80018519   -0.00184   0.00308  
  2457889.80033565   -0.00299   0.00308  
  2457889.80048611   0.0037     0.00309  
  2457889.80064815   -0.0085    0.00307  
  2457889.80079861   -0.00108   0.00308  
  2457889.80094907   0.00899    0.0031   
  2457889.80109954   0.00499    0.00309  
  2457889.80125      -0.0028    0.00308  
  2457889.80140046   -0.00242   0.00308  
  2457889.80155093   -8.3E-4    0.00308  
  2457889.80170139   -0.00381   0.00308  
  2457889.80185185   -0.00135   0.00308  
  2457889.80200231   0.00307    0.00309  
  2457889.80215278   0.00257    0.00309  
  2457889.80230324   -0.00823   0.00307  
  2457889.8024537    -0.01004   0.00307  
  2457889.80260417   0.00538    0.0031   
  2457889.80275463   0.00301    0.00309  
  2457889.80289352   -0.00479   0.00307  
  2457889.80304398   -0.00662   0.00307  
  2457889.80320602   -0.00482   0.00308  
  2457889.80334491   -0.00425   0.00308  
  2457889.80349537   -0.00845   0.00307  
  2457889.80364583   -0.01123   0.00307  
  2457889.8037963    0.00519    0.00309  
  2457889.80394676   0.006      0.0031   
  2457889.80409722   -0.00866   0.00307  
  2457889.80424769   0.00139    0.00309  
  2457889.80439815   -0.00459   0.00308  
  2457889.80454861   -0.00734   0.00307  
  2457889.80469907   -0.01212   0.00307  
  2457889.80484954   -0.00509   0.00308  
  2457889.805        -0.01462   0.00306  
  2457889.80515046   -0.0118    0.00307  
  2457889.80530093   0.00995    0.00311  
  2457889.80545139   -0.00708   0.00308  
  2457889.80559028   -0.00518   0.00308  
  2457894.4709375    0.00846    0.00302  
  2457894.47108796   0.0111     0.00302  
  2457894.47123843   0.01026    0.00302  
  2457894.47138889   0.01111    0.00302  
  2457894.47153935   0.01997    0.00303  
  2457894.4718287    0.01517    0.00302  
  2457894.47197917   0.00462    0.003    
  2457894.47212963   0.0137     0.00302  
  2457894.47228009   0.00867    0.00301  
  2457894.47243056   0.00683    0.003    
  2457894.47258102   0.01406    0.00301  
  2457894.47273148   0.00323    0.003    
  2457894.47288194   -0.00535   0.00298  
  2457894.47303241   0.01814    0.00301  
  2457894.47318287   0.00961    0.003    
  2457894.4734838    0.0056     0.00299  
  2457894.47362269   0.00967    0.00299  
  2457894.47377315   0.00402    0.00298  
  2457894.47392361   0.0057     0.00299  
  2457894.47407407   0.01898    0.00301  
  2457894.47422454   -0.00999   0.00296  
  2457894.474375     -0.00822   0.00296  
  2457894.47452546   0.00122    0.00298  
  2457894.47467593   0.01107    0.00299  
  2457894.47482639   0.00871    0.00298  
  2457894.47497685   0.01254    0.00299  
  2457894.47512731   0.01531    0.00299  
  2457894.47527778   0.01046    0.00299  
  2457894.47542824   0.01772    0.003    
  2457894.4755787    0.01607    0.003    
  2457894.47572917   0.01176    0.00299  
  2457894.47587963   0.00779    0.00298  
  2457894.47601852   0.01124    0.00298  
  2457894.47616898   0.0254     0.00301  
  2457894.47646991   0.01528    0.00299  
  2457894.47662037   -0.01067   0.00295  
  2457894.47677083   0.01356    0.00299  
  2457894.4769213    0.00916    0.00298  
  2457894.47707176   0.009      0.00298  
  2457894.47722222   0.01265    0.00298  
  2457894.47752315   -0.00697   0.00295  
  2457894.47766204   0.01296    0.00298  
  2457894.4778125    0.02143    0.003    
  2457894.47811343   0.00148    0.00296  
  2457894.47826389   0.00106    0.00296  
  2457894.47841435   0.00461    0.00297  
  2457894.47871528   0.00722    0.00297  
  2457894.4790162    0.00995    0.00297  
  2457894.47915509   -0.00326   0.00295  
  2457894.47930556   0.01269    0.00297  
  2457894.47960648   0.00267    0.00296  
  2457894.47975694   -8.2E-4    0.00295  
  2457894.47990741   0.02148    0.00299  
  2457894.48005787   0.00782    0.00296  
  2457894.48020833   -0.0013    0.00295  
  2457894.4803588    -0.00557   0.00294  
  2457894.48064815   -0.00504   0.00295  
  2457894.48094907   0.00794    0.00297  
  2457894.48109954   0.02389    0.00299  
  2457894.48125      0.01733    0.00298  
  2457894.48140046   -0.0102    0.00294  
  2457894.48185185   -0.00299   0.00295  
  2457894.48200231   0.02546    0.003    
  2457894.48229167   0.01792    0.00299  
  2457894.48244213   0.01166    0.00298  
  2457894.48274306   0.01213    0.00298  
  2457894.48289352   -0.0049    0.00295  
  2457894.48304398   0.01458    0.00299  
  2457894.48319444   0.02095    0.003    
  2457894.48334491   0.01101    0.00298  
  2457894.4834838    0.01092    0.00298  
  2457894.48363426   0.01178    0.00298  
  2457894.48378472   0.01683    0.00299  
  2457894.48438657   0.01105    0.00298  
  2457894.4846875    0.02002    0.003    
  2457894.48498843   0.01695    0.00299  
  2457894.48513889   0.01775    0.00299  
  2457894.48527778   0.02175    0.003    
  2457894.48542824   0.00435    0.00297  
  2457894.4855787    0.0106     0.00298  
  2457894.48572917   -0.00493   0.00295  
  2457894.48587963   0.01937    0.003    
  2457894.48618056   0.00277    0.00297  
  2457894.48648148   0.02349    0.003    
  2457894.48663194   0.00866    0.00298  
  2457894.48678241   0.00957    0.00298  
  2457894.48693287   -0.00111   0.00297  
  2457894.48708333   0.01381    0.00299  
  2457894.48722222   0.02415    0.003    
  2457894.48737269   0.02162    0.003    
  2457894.48752315   0.00829    0.00298  
  2457894.48767361   -0.01385   0.00295  
  2457894.48782407   0.0129     0.00299  
  2457894.48797454   0.01369    0.00299  
  2457894.488125     -7.6E-4    0.00297  
  2457894.48827546   0.00458    0.00297  
  2457894.48842593   0.0195     0.003    
  2457894.48857639   0.02301    0.003    
  2457894.48872685   0.0117     0.00298  
  2457894.48887731   -0.00579   0.00296  
  2457894.48902778   0.02521    0.00301  
  2457894.48916667   0.01618    0.00299  
  2457894.48946759   0.00455    0.00297  
  2457894.48961806   -0.00243   0.00296  
  2457894.48976852   0.01013    0.00298  
  2457894.48991898   0.02591    0.00301  
  2457894.49006944   0.00555    0.00297  
  2457894.49021991   -8.6E-4    0.00296  
  2457894.49037037   0.01946    0.00299  
  2457894.49052083   0.01264    0.00298  
  2457894.49082176   0.01642    0.00299  
  2457894.49097222   -3.0E-5    0.00296  
  2457894.49112269   0.01542    0.00298  
  2457894.49127315   6.4E-4     0.00296  
  2457894.49141204   0.02146    0.00299  
  2457894.4915625    0.02514    0.003    
  2457894.49171296   0.00819    0.00297  
  2457894.49186343   0.01005    0.00297  
  2457894.49201389   0.0213     0.00299  
  2457894.49216435   0.00819    0.00297  
  2457894.49246528   0.00436    0.00296  
  2457894.49261574   0.02324    0.00299  
  2457894.4927662    0.015      0.00298  
  2457894.49306713   0.01606    0.00298  
  2457894.49321759   0.00361    0.00296  
  2457894.49335648   0.02265    0.00299  
  2457894.49350694   0.02713    0.003    
  2457894.49365741   0.01598    0.00298  
  2457894.49380787   0.00415    0.00296  
  2457894.49395833   0.01735    0.00299  
  2457894.4941088    0.02121    0.00299  
  2457894.49425926   0.01727    0.00299  
  2457894.49440972   0.0193     0.00299  
  2457894.49456019   0.02352    0.00299  
  2457894.49472222   -0.00121   0.00295  
  2457894.49487269   -0.00141   0.00295  
  2457894.49502315   0.0197     0.00299  
  2457894.49516204   0.00916    0.00297  
  2457894.49532407   0.01143    0.00297  
  2457894.49547454   -0.01186   0.00293  
  2457894.49561343   0.01101    0.00297  
  2457894.49576389   0.0111     0.00297  
  2457894.49591435   0.0159     0.00298  
  2457894.49606481   0.01954    0.00298  
  2457894.49621528   0.01652    0.00298  
  2457894.49636574   0.02047    0.00299  
  2457894.4965162    -0.00114   0.00295  
  2457894.49666667   -0.00275   0.00295  
  2457894.49681713   0.0088     0.00297  
  2457894.49711806   0.01354    0.00297  
  2457894.49726852   0.01774    0.00299  
  2457894.49741898   0.0179     0.00298  
  2457894.49756944   0.01251    0.00297  
  2457894.49771991   0.01661    0.00298  
  2457894.49787037   0.0198     0.00299  
  2457894.49800926   -0.00207   0.00295  
  2457894.49815972   0.0053     0.00296  
  2457894.49831019   0.02399    0.00299  
  2457894.49846065   0.00752    0.00297  
  2457894.49861111   0.00675    0.00296  
  2457894.49876157   0.01327    0.00297  
  2457894.49891204   0.01157    0.00297  
  2457894.4990625    0.00949    0.00296  
  2457894.49920139   -0.00378   0.00294  
  2457894.49935185   0.00736    0.00296  
  2457894.49950231   -0.00261   0.00294  
  2457894.49980324   0.01141    0.00296  
  2457894.4999537    0.00524    0.00296  
  2457894.50010417   -0.00135   0.00294  
  2457894.5002662    0.0171     0.00298  
  2457894.50041667   -0.00449   0.00294  
  2457894.50056713   4.2E-4     0.00295  
  2457894.50070602   0.02158    0.00298  
  2457894.50085648   -0.01284   0.00292  
  2457894.50100694   0.00732    0.00296  
  2457894.50115741   -0.00212   0.00294  
  2457894.50130787   0.01776    0.00297  
  2457894.50145833   -1.6E-4    0.00294  
  2457894.5016088    0.00339    0.00295  
  2457894.50175926   0.00733    0.00296  
  2457894.50190972   -0.0056    0.00294  
  2457894.50206019   0.00361    0.00295  
  2457894.50221065   0.00714    0.00295  
  2457894.50236111   0.01061    0.00296  
  2457894.5025       0.02341    0.00298  
  2457894.50265046   0.00277    0.00295  
  2457894.50280093   0.00147    0.00294  
  2457894.50295139   0.01691    0.00296  
  2457894.50310185   0.0054     0.00295  
  2457894.50325231   0.00329    0.00294  
  2457894.50340278   0.00975    0.00296  
  2457894.50355324   0.00866    0.00295  
  2457894.50399306   0.01567    0.00296  
  2457894.50414352   -0.00446   0.00293  
  2457894.50444444   0.004      0.00295  
  2457894.50459491   -0.00776   0.00293  
  2457894.50474537   -0.00158   0.00294  
  2457894.50489583   0.00909    0.00296  
  2457894.5050463    0.02326    0.00298  
  2457894.50519676   0.00968    0.00296  
  2457894.50534722   0.01189    0.00296  
  2457894.50549769   0.01432    0.00297  
  2457894.50564815   0.01487    0.00297  
  2457894.50579861   0.01199    0.00296  
  2457894.50594907   0.01179    0.00297  
  2457894.50625      0.00628    0.00295  
  2457894.50640046   0.01763    0.00297  
  2457894.50655093   0.02528    0.00299  
  2457894.50670139   -0.00865   0.00293  
  2457894.50685185   0.02707    0.00299  
  2457894.50700232   0.02402    0.00298  
  2457894.50716435   0.00517    0.00295  
  2457894.50731481   -0.00163   0.00294  
  2457894.50760417   0.01989    0.00297  
  2457894.50775463   0.0061     0.00295  
  2457894.50790509   0.001      0.00294  
  2457894.50820602   -0.00622   0.00293  
  2457894.50850694   0.01262    0.00296  
  2457894.50880787   0.01316    0.00296  
  2457894.50895833   0.00114    0.00294  
  2457894.5091088    0.0184     0.00297  
  2457894.50925926   -0.01478   0.00291  
  2457894.50939815   0.00719    0.00295  
  2457894.50954861   0.01205    0.00295  
  2457894.50969907   -0.01328   0.00292  
  2457894.50984954   -0.00781   0.00292  
  2457894.51         0.01658    0.00296  
  2457894.51015046   0.00942    0.00295  
  2457894.51030093   0.0144     0.00296  
  2457894.51045139   0.02057    0.00297  
  2457894.51060185   0.00818    0.00295  
  2457894.51074074   0.00545    0.00295  
  2457894.51104167   3.4E-4     0.00294  
  2457894.51119213   0.01901    0.00297  
  2457894.51135417   0.01501    0.00296  
  2457894.51150463   -0.00421   0.00293  
  2457894.51165509   -0.00634   0.00293  
  2457894.51179398   0.00458    0.00295  
  2457894.51209491   0.01282    0.00296  
  2457894.51224537   0.00111    0.00294  
  2457894.51239583   0.00511    0.00295  
  2457894.5125463    0.00138    0.00294  
  2457894.51299769   0.01944    0.00297  
  2457894.51329861   0.02667    0.00298  
  2457894.51344907   0.02339    0.00297  
  2457894.51359954   -0.018     0.00291  
  2457894.51390046   0.02254    0.00298  
  2457894.51420139   -0.00833   0.00292  
  2457894.51435185   -0.01538   0.00291  
  2457894.51450231   0.02196    0.00297  
  2457894.51465278   -0.00121   0.00294  
  2457894.51479167   -0.00994   0.00292  
  2457894.51494213   0.00961    0.00295  
  2457894.51509259   0.01009    0.00295  
  2457894.51524306   0.00197    0.00294  
  2457894.51539352   0.02236    0.00297  
  2457894.51554398   -0.01591   0.00291  
  2457894.51569444   0.00185    0.00294  
  2457894.51599537   0.02465    0.00297  
  2457894.51614583   0.02328    0.00297  
  2457894.5162963    0.0219     0.00297  
  2457894.51644676   0.02468    0.00297  
  2457894.51659722   -1.0E-4    0.00293  
  2457894.51690972   0.02563    0.00297  
  2457894.51704861   0.01459    0.00295  
  2457894.51719907   -4.3E-4    0.00293  
  2457894.5175       0.01748    0.00296  
  2457894.51765046   0.01888    0.00296  
  2457894.51780093   -0.01593   0.0029   
  2457894.51795139   0.01683    0.00296  
  2457894.51810185   0.005      0.00294  
  2457894.51840278   0.00348    0.00293  
  2457894.51855324   0.00509    0.00294  
  2457894.51885417   -0.00106   0.00293  
  2457894.51899306   0.02648    0.00297  
  2457894.51914352   0.0182     0.00295  
  2457894.51929398   0.0226     0.00296  
  2457894.51944444   0.02288    0.00296  
  2457894.51974537   0.01564    0.00295  
  2457894.51989583   0.01767    0.00295  
  2457894.5200463    -0.00887   0.00292  
  2457894.52019676   0.02356    0.00297  
  2457894.52034722   0.0167     0.00295  
  2457894.52049769   -0.00767   0.00292  
  2457894.52064815   0.00334    0.00293  
  2457894.52078704   0.00696    0.00294  
  2457894.5209375    0.01307    0.00295  
  2457894.52109954   0.00701    0.00294  
  2457894.52123843   0.00851    0.00294  
  2457894.52138889   0.0052     0.00293  
  2457894.52153935   0.02098    0.00296  
  2457894.52168981   0.00558    0.00294  
  2457894.52184028   0.01735    0.00295  
  2457894.52199074   0.00493    0.00293  
  2457894.5221412    0.01925    0.00295  
  2457894.52229167   -0.00365   0.00292  
  2457894.52244213   0.01147    0.00294  
  2457894.52259259   0.0086     0.00294  
  2457894.52274306   0.02107    0.00296  
  2457894.52289352   0.02384    0.00296  
  2457894.52304398   -0.01237   0.0029   
  2457894.52320602   0.01701    0.00295  
  2457894.52335648   0.02493    0.00296  
  2457894.52350694   0.01142    0.00294  
  2457894.52365741   0.01487    0.00294  
  2457894.52380787   0.02408    0.00296  
  2457894.52394676   -0.00942   0.00291  
  2457894.52409722   0.012      0.00294  
  2457894.52424768   0.02259    0.00295  
  2457894.52439815   0.01792    0.00295  
  2457894.52454861   0.02507    0.00296  
  2457894.52469907   0.02133    0.00295  
  2457894.52484954   0.00994    0.00294  
  2457894.525        0.02169    0.00295  
  2457894.52515046   0.01977    0.00295  
  2457894.52530093   -3.1E-4    0.00292  
  2457894.52545139   0.02169    0.00295  
  2457894.52560185   0.01146    0.00293  
  2457894.52575231   0.01729    0.00294  
  2457894.5258912    0.01873    0.00295  
  2457894.52604167   0.013      0.00294  
  2457894.52619213   0.01448    0.00294  
  2457894.52634259   0.00858    0.00293  
  2457894.52649306   -0.0074    0.00291  
  2457894.52664352   0.02329    0.00295  
  2457894.52679398   0.01062    0.00293  
  2457894.52694444   0.01828    0.00294  
  2457894.52709491   0.01171    0.00294  
  2457894.52724537   -0.0037    0.00291  
  2457894.52739583   0.00715    0.00293  
  2457894.5275463    0.01432    0.00294  
  2457894.52769676   0.00557    0.00293  
  2457894.5278588    0.00875    0.00293  
  2457894.52800926   0.01543    0.00294  
  2457894.52815972   0.003      0.00292  
  2457894.52831019   0.01152    0.00294  
  2457894.52846065   0.00862    0.00293  
  2457894.52861111   0.0016     0.00292  
  2457894.52876157   0.01019    0.00294  
  2457894.52891204   0.00802    0.00293  
  2457894.5290625    0.01668    0.00294  
  2457894.52921296   0.00333    0.00292  
  2457894.52936343   0.01112    0.00294  
  2457894.52951389   -3.0E-5    0.00292  
  2457894.52966435   0.02141    0.00295  
  2457894.52980324   0.02379    0.00295  
  2457894.52996528   0.00143    0.00292  
  2457894.53011574   0.00354    0.00293  
  2457894.53025463   0.02289    0.00296  
  2457894.53040509   0.00301    0.00293  
  2457894.53055556   0.00496    0.00293  
  2457894.53070602   0.00201    0.00292  
  2457894.53085648   0.00232    0.00292  
  2457894.53100694   0.01087    0.00294  
  2457894.53115741   -8.0E-5    0.00292  
  2457894.53130787   0.00707    0.00293  
  2457894.53145833   0.01206    0.00294  
  2457894.5316088    0.02062    0.00295  
  2457894.53175926   0.00286    0.00292  
  2457894.53190972   0.01274    0.00294  
  2457894.53206018   -0.0146    0.0029   
  2457894.53221065   0.01634    0.00295  
  2457894.53234954   0.00686    0.00293  
  2457894.5325       0.01177    0.00294  
  2457894.53265046   0.00548    0.00293  
  2457894.53280093   0.02546    0.00296  
  2457894.53310185   0.0106     0.00294  
  2457894.53325231   0.01588    0.00295  
  2457894.53340278   0.00359    0.00293  
  2457894.53355324   0.00287    0.00293  
  2457894.5337037    0.00784    0.00294  
  2457894.53385417   0.00641    0.00294  
  2457894.53400463   0.0101     0.00294  
  2457894.53414352   -0.01028   0.00291  
  2457894.53429398   0.0046     0.00293  
  2457894.53444444   0.01326    0.00295  
  2457894.53459491   0.01573    0.00295  
  2457894.53474537   0.01357    0.00294  
  2457894.53489583   0.00963    0.00294  
  2457894.5350463    0.00271    0.00293  
  2457894.53519676   0.01665    0.00295  
  2457894.53534722   0.01725    0.00295  
  2457894.53549768   0.01479    0.00295  
  2457894.53565972   0.01106    0.00294  
  2457894.53581019   0.0133     0.00295  
  2457894.53596065   0.0057     0.00294  
  2457894.53611111   0.00719    0.00294  
  2457894.53626157   0.02637    0.00297  
  2457894.53641204   0.00733    0.00294  
  2457894.53655093   0.01139    0.00294  
  2457894.53670139   0.00991    0.00294  
  2457894.53685185   0.01412    0.00295  
  2457894.53700231   0.00602    0.00293  
  2457894.53715278   -0.00408   0.00292  
  2457894.53730324   0.00474    0.00293  
  2457894.53760417   0.01669    0.00295  
  2457894.53775463   0.00476    0.00293  
  2457894.53789352   -0.00189   0.00292  
  2457894.53805556   0.00981    0.00294  
  2457894.53820602   7.9E-4     0.00292  
  2457894.53834491   0.01053    0.00294  
  2457894.53849537   0.00509    0.00293  
  2457894.53864583   0.01402    0.00294  
  2457894.5387963    0.00894    0.00294  
  2457894.53894676   0.00383    0.00293  
  2457894.53909722   0.0134     0.00295  
  2457894.53924769   0.01332    0.00295  
  2457894.53939815   0.00487    0.00294  
  2457894.5396875    0.01847    0.00296  
  2457894.53983796   0.00825    0.00294  
  2457894.53998843   0.01052    0.00295  
  2457894.54013889   0.01854    0.00296  
  2457894.54028935   0.01097    0.00295  
  2457894.54043981   0.00998    0.00295  
  2457894.54059028   0.01883    0.00296  
  2457894.54074074   0.02519    0.00297  
  2457894.5408912    0.02009    0.00296  
  2457894.54104167   0.00817    0.00294  
  2457894.54119213   0.0158     0.00295  
  2457894.54133102   0.00712    0.00294  
  2457894.54148148   0.00425    0.00293  
  2457894.54163194   0.00354    0.00293  
  2457894.54178241   -0.00149   0.00292  
  2457894.54193287   0.0032     0.00293  
  2457894.54208333   0.00587    0.00293  
  2457894.5422338    0.00273    0.00293  
  2457894.54238426   0.00954    0.00294  
  2457894.54253472   0.01669    0.00295  
