8.097826724537037080e+03 2.222098892541240611e-03 1.167804553186165212e-03
8.097847557870369201e+03 1.584144433339436820e-03 1.205449341145098429e-03
8.098805891203688589e+03 -2.232523525462431092e-03 3.218731394413289638e-03
8.098826724537022528e+03 -3.715727826674207544e-04 1.150869298487585454e-03
8.098847557870354649e+03 -1.480559833714219405e-03 1.163176826013747342e-03
8.099805891203674037e+03 -2.545939551459418596e-03 1.796296759970720863e-03
8.099826724537007976e+03 -1.023163114275251048e-03 1.163807551800609104e-03
8.099847557870340097e+03 -1.132181989468210173e-03 1.052064013739560829e-03
8.100805891203659485e+03 -2.427624721153109639e-03 1.519427713433703017e-03
8.100826724536993424e+03 -3.751795926540017929e-03 1.092563880302133660e-03
8.100847557870325545e+03 -1.639463862434762352e-03 1.246855469751943779e-03
8.101805891203644933e+03 -1.544247210865289316e-03 1.327466671161402949e-03
8.101826724536978872e+03 -8.559947391208127350e-04 1.052357589466782753e-03
8.101847557870310993e+03 -8.767509460449219054e-04 1.153812521675815980e-03
8.102805891203630381e+03 -3.528761309246684192e-04 1.481796032590489837e-03
8.102826724536964321e+03 -3.865639940440225835e-04 1.157875482704093977e-03
8.102847557870296441e+03 -4.020569816468253779e-04 1.129230789123661762e-03
8.103805891203615829e+03 1.626995122321298222e-04 1.124755034917983938e-03
8.103826724536949769e+03 1.061219963238393743e-03 9.877329281779653226e-04
8.103847557870281889e+03 1.777560894305889403e-03 1.007354745340556437e-03
8.109785057870196397e+03 -4.792875713772244044e-04 1.482572016068366399e-03
8.109805891203528518e+03 4.806392333086799071e-03 9.700358548701047776e-04
8.109826724536862457e+03 3.530018571494282238e-03 1.030588268662249599e-03
8.109847557870194578e+03 4.170006599979124082e-03 9.688861238659130437e-04
8.109868391203528518e+03 7.563749949137370081e-03 6.162970126856683398e-03
8.110785057870181845e+03 2.140610114387844071e-03 1.199969162239963166e-03
8.110805891203513966e+03 4.336473753126405075e-04 9.765068093807751076e-04
8.110826724536847905e+03 2.218140874590192324e-03 9.328948565154438323e-04
8.110847557870180026e+03 1.938137219106550761e-03 1.107247840501553561e-03
8.110868391203513966e+03 -1.912752787272135489e-03 3.942581273550149236e-03
8.111785057870167293e+03 -7.024747188960280171e-04 1.068069076572708293e-03
8.111805891203499414e+03 2.293593641640483387e-03 9.512370705530152123e-04
8.111826724536833353e+03 -2.041206085424629121e-04 9.454684540602702669e-04
8.111847557870165474e+03 1.659842703839857839e-03 1.059384201371119452e-03
8.111868391203499414e+03 5.596955617268879919e-03 2.892963507561186788e-03
8.112785057870152741e+03 -1.880161223873015434e-04 1.140626736269906641e-03
8.112805891203484862e+03 6.636052891828011320e-04 9.448401854813105001e-04
8.112826724536818801e+03 -1.910717367268294697e-03 8.862543734192380790e-04
8.112847557870150922e+03 -1.569565604714786254e-03 1.300380990209900039e-03
8.112868391203484862e+03 2.835241953531901071e-03 3.917588895653093851e-03
8.113764224536804250e+03 -8.186435699462890972e-03 7.476995646389281679e-03
8.113785057870138189e+03 -2.156333100023887092e-04 1.105000550835523974e-03
8.113805891203470310e+03 -1.821705273219517392e-03 9.654174065287987865e-04
8.113826724536804250e+03 -2.941399169482773008e-04 1.057528898692805574e-03
8.113847557870136370e+03 4.479816981724330264e-04 9.407123039040548229e-04
8.113868391203470310e+03 5.210770501030816213e-04 2.784196708891935670e-03
8.114764224536789698e+03 -3.491184928200461845e-03 2.256858040002482704e-03
8.114785057870123637e+03 -2.828713825770786880e-03 1.076463898223985584e-03
8.114805891203455758e+03 -2.493047714233398524e-03 9.946214598316193995e-04
8.114826724536789698e+03 -2.188603655039835210e-03 9.474779875689434607e-04
8.114847557870121818e+03 3.131990847380264993e-04 9.718439999877362921e-04
8.114868391203455758e+03 1.314935230073474744e-03 2.719874959288010735e-03
8.115764224536775146e+03 1.221994074379525444e-03 2.069419802095080318e-03
8.115785057870109085e+03 -3.403607946242729037e-04 1.060786927376678465e-03
8.115805891203441206e+03 -5.577245204568767080e-04 1.011493196718022108e-03
8.115826724536775146e+03 1.660113712008908600e-03 1.075371453720539317e-03
8.115847557870107266e+03 3.879533397208014748e-04 9.239195081089707391e-04
8.115868391203441206e+03 9.260559082031249653e-04 1.896983116847503550e-03
8.116764224536760594e+03 4.475787833884910076e-03 1.870076094365401590e-03
8.116785057870094533e+03 1.026341514865847498e-03 1.119953478324319310e-03
8.116805891203426654e+03 9.630778256584616396e-04 9.167740109331495423e-04
8.116826724536760594e+03 2.216606689014023279e-04 1.088400272714011748e-03
8.116847557870092714e+03 1.690218183729383762e-03 9.588421867170184801e-04
